Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764324933563,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,17.142858505249023,11.111111640930176,11.428571701049805,10.810811042785645,15.789472579956055,18.91891860961914,15.789472579956055,13.51351261138916,13.1578950881958,10.526315689086914,12.820513725280762,10.526315689086914,64.10256958007813,10.810811042785645,13.1578950881958,10.810811042785645,10.810811042785645,13.1578950881958,10.810811042785645,15.789472579956055,15.384615898132324,10.810811042785645,10.810811042785645,15.789472579956055,13.51351261138916,10.810811042785645,13.1578950881958,13.51351261138916,21.62162208557129,13.1578950881958,11.428571701049805,13.51351261138916,189857.59729003906,241441.57147216797,0,404326326272,8589930496,11866243072,1048576
199,1764324933564,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,17.142858505249023,11.111111640930176,11.428571701049805,10.810811042785645,15.789472579956055,18.91891860961914,15.789472579956055,13.51351261138916,13.1578950881958,10.526315689086914,12.820513725280762,10.526315689086914,64.10256958007813,10.810811042785645,13.1578950881958,10.810811042785645,10.810811042785645,13.1578950881958,10.810811042785645,15.789472579956055,15.384615898132324,10.810811042785645,10.810811042785645,15.789472579956055,13.51351261138916,10.810811042785645,13.1578950881958,13.51351261138916,21.62162208557129,13.1578950881958,11.428571701049805,13.51351261138916,189857.6117553711,241441.60223388672,0,404326326272,8589930496,11868307456,1048576
199,1764324933764,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,17.647058486938477,95,0,5,80,10,10,10,0,25,0,21.052631378173828,9.523809432983398,14.285715103149414,0,0,5,0,42.85714340209961,42.105262756347656,15.789472579956055,5,9.523809432983398,47.619049072265625,5,20,10,9.523809432983398,23.809524536132813,30.000001907348633,10,4.761904716491699,189858.59295654297,241447.3680419922,0,404326326272,8589930496,11898093568,1048576
199,1764324933964,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,25,5,5,26.3157901763916,0,0,9.523809432983398,5,0,0,9.090909004211426,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,189859.2940673828,241451.86865234375,0,404326326272,8589930496,11900891136,1048576
199,1764324934164,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,25,5,5,26.3157901763916,0,0,9.523809432983398,5,0,0,9.090909004211426,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,189859.91552734375,241456.1498413086,0,404326326272,8589930496,11903033344,1048576
199,1764324934364,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,7.894736289978027,0,5,0,5,5,0,2.5641026496887207,0,2.4390242099761963,0,0,2.5641026496887207,2.5,0,2.5,0,2.5,2.5,4.878048419952393,5,0,2.5641026496887207,0,5,2.5,2.5,0,0,0,2.5,0,189860.64239501953,241460.6157836914,0,404326326272,8589930496,11899658240,1048576
199,1764324934564,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,5,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,189861.0615234375,241464.65301513672,0,404326326272,8589930496,11899461632,1048576
199,1764324934764,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,0,0,4.761904716491699,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,189861.41766357422,241468.56268310547,0,404326326272,8589930496,11899461632,1048576
199,1764324934965,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,5,0,4.761904716491699,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,189861.86749267578,241472.67346191406,0,404326326272,8589930496,11899461632,1048576
199,1764324935165,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,0,0,0,0,0,0,0,0,4.761904716491699,5,0,0,0,9.090909004211426,4.761904716491699,0,5,5.263157844543457,5,4.761904716491699,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,189862.41485595703,241476.88775634766,0,404326326272,8589930496,11897229312,1048576
199,1764324935365,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,189862.88330078125,241480.99688720703,0,404326326272,8589930496,11897229312,1048576
199,1764324935565,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,4.761904716491699,0,4.761904716491699,189863.3857421875,241485.10174560547,0,404326326272,8589930496,11897229312,1048576
199,1764324935765,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,0,0,4.761904716491699,0,5,5,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189863.80633544922,241489.15270996094,0,404326326272,8589930496,11897229312,1048576
199,1764324935965,799,800,800,800,800,800,1200,800,800,800,800,800,800,900,800,800,800,800,800,800,800,800,800,800,900,800,800,799,799,1300,800,800,5,25,15.000000953674316,0,0,0,0,0,0,0,9.090909004211426,9.523809432983398,0,0,0,0,5,0,0,0,0,4.761904716491699,0,5,0,0,0,0,0,0,0,4.761904716491699,189864.52362060547,241493.67846679688,0,404326326272,8589930496,11897982976,1048576
