Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764271179,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764271180,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764271181,100,,Aggregated,0.000000,0.000000,1600,1800,1800,1900,1900,1900,1900,1900,1900,1900,1900,5,0,1600.0,1669.2481454003428,1486.0295850012335,1878.2646649997332,28573.4
1764271182,100,,Aggregated,0.000000,0.000000,2400,2500,2800,2800,2800,2900,2900,2900,2900,2900,2900,12,0,2200.0,2224.440591083597,1486.0295850012335,2921.9407599994156,44444.583333333336
1764271183,100,,Aggregated,0.000000,0.000000,3100,3300,3500,3800,3900,3900,4000,4000,4000,4000,4000,24,0,2900.0,2880.3854425417135,1486.0295850012335,3959.5631409974885,58701.0
1764271184,100,,Aggregated,2.000000,0.000000,3300,3800,4000,4200,4600,4800,4900,4900,4900,4900,4900,35,0,3300.0,3293.5249351429643,1486.0295850012335,4854.741622999427,75857.94285714286
1764271185,100,,Aggregated,3.250000,0.000000,4000,4600,4800,4800,5300,5600,5700,5900,5900,5900,5900,56,0,4000.0,3885.905561107133,1486.0295850012335,5879.114212999411,85701.46428571429
1764271186,100,,Aggregated,5.200000,0.000000,4400,4800,5300,5400,5900,6200,6300,6900,6900,6900,6900,75,0,4400.0,4109.193880720121,898.9558790017327,6930.128170999524,86876.08
1764271187,100,,Aggregated,6.000000,0.000000,4500,5300,5600,5900,6300,6900,7600,7900,7900,7900,7900,93,0,4500.0,4304.762873785075,898.9558790017327,7931.441295000695,90094.18279569893
1764271188,100,,Aggregated,8.714286,0.000000,4500,5300,5900,6100,7000,7500,7700,7800,7900,7900,7900,109,0,4500.0,4349.457961055133,898.9558790017327,7931.441295000695,91858.7247706422
1764271189,100,,Aggregated,10.125000,0.000000,4400,5300,6000,6200,7500,8100,8500,8500,8900,8900,8900,127,0,4400.0,4360.43422076391,898.9558790017327,8906.01580600196,97831.11811023622
1764271190,100,,Aggregated,10.444444,0.000000,4200,5300,5900,6200,7500,8100,8900,9300,10000,10000,10000,143,0,4200.0,4289.280930370731,898.9558790017327,9982.387890999235,97243.04195804195
1764271191,100,,Aggregated,11.200000,0.000000,3900,5000,5800,6100,7500,8100,8500,9300,10000,10000,10000,156,0,3900.0,4186.123555083424,898.9558790017327,9982.387890999235,96162.2564102564
1764271192,100,,Aggregated,13.000000,0.000000,3900,5200,5900,6200,7500,8500,9000,10000,12000,12000,12000,173,0,3900.0,4288.942771497168,898.9558790017327,11562.413396997727,95936.43930635838
1764271193,100,,Aggregated,14.600000,0.000000,3800,5100,5800,6200,7500,8500,9300,12000,13000,13000,13000,194,0,3700.0,4286.910747000109,898.9558790017327,12989.552888000617,97287.72164948453
1764271194,100,,Aggregated,15.300000,0.000000,3700,4900,5700,6100,7500,8500,9300,12000,13000,13000,13000,208,0,3700.0,4289.373753158772,898.9558790017327,13090.39401300106,97263.3125
1764271195,100,,Aggregated,16.400000,0.000000,3800,4900,5700,6200,7500,8500,10000,12000,13000,13000,13000,220,0,3800.0,4312.485994254629,898.9558790017327,13090.39401300106,97472.97272727273
1764271196,100,,Aggregated,17.200000,0.000000,3800,4900,5700,6200,7500,8500,10000,12000,13000,13000,13000,242,0,3800.0,4345.389145491787,898.9558790017327,13090.39401300106,101949.01239669422
1764271197,100,,Aggregated,17.400000,0.000000,3900,4900,5700,6100,7500,8500,9800,12000,13000,13000,13000,257,0,3900.0,4340.488818680971,898.9558790017327,13090.39401300106,101462.2607003891
1764271198,100,,Aggregated,16.500000,0.000000,3800,4800,5500,6000,7300,8200,9800,12000,13000,13000,13000,278,0,3800.0,4282.378894712309,898.9558790017327,13090.39401300106,100408.09712230216
1764271199,100,,Aggregated,16.300000,0.000000,3800,4800,5400,6000,7300,8100,9800,12000,13000,13000,13000,294,0,3700.0,4250.297473966092,898.9558790017327,13090.39401300106,98762.1156462585
1764271200,100,,Aggregated,16.500000,0.000000,3700,4800,5400,5900,7000,8100,9300,11000,13000,13000,13000,314,1,3700.0,4213.110148480992,898.9558790017327,13090.39401300106,97894.8694267516
1764271201,100,,Aggregated,17.000000,0.000000,3700,4700,5300,5800,7000,7900,9300,11000,13000,13000,13000,333,1,3700.0,4168.157741423531,898.9558790017327,13090.39401300106,97772.73273273274
1764271202,100,,Aggregated,17.000000,0.000000,3700,4700,5300,5800,7000,7900,9300,11000,13000,13000,13000,345,2,3700.0,4175.545746881284,898.9558790017327,13090.39401300106,98986.47246376812
1764271203,100,,Aggregated,17.200000,0.100000,3600,4600,5300,5700,6900,7900,9000,11000,13000,13000,13000,361,2,3600.0,4141.618110257723,898.9558790017327,13090.39401300106,99850.41551246538
1764271204,100,,Aggregated,17.600000,0.100000,3700,4600,5200,5600,6900,7900,9000,11000,13000,13000,13000,376,2,3700.0,4136.834272938908,898.9558790017327,13090.39401300106,99060.34042553192
1764271205,100,,Aggregated,17.300000,0.200000,3700,4600,5100,5600,6700,7800,9000,11000,13000,13000,13000,399,2,3700.0,4114.023755576514,898.9558790017327,13090.39401300106,100554.28070175438
1764271206,100,,Aggregated,16.900000,0.200000,3700,4500,5100,5500,6600,7600,8900,10000,13000,13000,13000,423,2,3700.0,4086.4376677423716,898.9558790017327,13090.39401300106,101378.18439716312
1764271207,100,,Aggregated,17.200000,0.200000,3700,4500,5000,5400,6600,7600,8900,10000,13000,13000,13000,436,2,3700.0,4075.7609251582876,898.9558790017327,13090.39401300106,100972.66055045872
1764271208,100,,Aggregated,17.800000,0.200000,3700,4500,4900,5400,6500,7600,8900,10000,13000,13000,13000,450,2,3600.0,4037.7469711622525,898.9558790017327,13090.39401300106,99750.75111111111
1764271209,100,,Aggregated,18.000000,0.200000,3700,4500,5000,5400,6500,7500,8900,10000,13000,13000,13000,470,2,3700.0,4041.220311076626,898.9558790017327,13090.39401300106,100180.5
1764271210,100,,Aggregated,17.900000,0.200000,3700,4500,4900,5300,6400,7500,8900,10000,13000,13000,13000,497,2,3700.0,4009.4979254688337,898.9558790017327,13090.39401300106,100673.9014084507
1764271211,100,,Aggregated,17.000000,0.200000,3700,4400,4900,5300,6300,7500,8500,9800,13000,13000,13000,511,2,3700.0,4002.797810317048,898.9558790017327,13090.39401300106,100599.92759295499
1764271212,100,,Aggregated,17.300000,0.200000,3700,4400,4900,5300,6300,7500,8500,9800,13000,13000,13000,522,2,3600.0,3988.559157507678,898.9558790017327,13090.39401300106,100328.89272030651
1764271213,100,,Aggregated,18.000000,0.100000,3700,4400,4900,5300,6300,7500,8500,9800,13000,13000,13000,538,2,3700.0,3989.0521195353203,898.9558790017327,13090.39401300106,100031.95910780669
1764271214,100,,Aggregated,17.800000,0.100000,3700,4400,4900,5200,6200,7400,8500,9800,13000,13000,13000,556,2,3700.0,3980.5425522643995,898.9558790017327,13090.39401300106,101359.50539568346
1764271215,100,,Aggregated,17.700000,0.000000,3700,4400,4900,5100,6200,7300,8500,9800,13000,13000,13000,576,2,3700.0,3962.3922159062463,898.9558790017327,13090.39401300106,101694.12673611111
1764271216,100,,Aggregated,17.500000,0.000000,3600,4300,4800,5100,6100,7300,8500,9800,13000,13000,13000,597,2,3600.0,3938.241829830839,898.9558790017327,13090.39401300106,101503.35175879397
1764271217,100,,Aggregated,17.900000,0.000000,3600,4300,4800,5100,6100,7300,8500,9300,13000,13000,13000,611,2,3600.0,3936.4745967283297,898.9558790017327,13090.39401300106,102781.03927986907
1764271218,100,,Aggregated,17.600000,0.000000,3600,4300,4800,5100,6100,7300,8500,9300,13000,13000,13000,624,2,3600.0,3930.4529210801484,898.9558790017327,13090.39401300106,102494.0032051282
1764271219,100,,Aggregated,17.400000,0.000000,3600,4300,4800,5100,6100,7300,8500,9300,13000,13000,13000,640,2,3600.0,3940.4399367453434,898.9558790017327,13090.39401300106,102249.421875
1764271220,100,,Aggregated,17.500000,0.000000,3600,4300,4800,5100,6100,7300,8500,9300,13000,13000,13000,662,2,3600.0,3946.167079862574,898.9558790017327,13090.39401300106,102470.91540785499
1764271221,100,,Aggregated,17.400000,0.000000,3600,4300,4800,5100,6100,7300,8500,9300,13000,13000,13000,682,3,3600.0,3936.200061429665,898.9558790017327,13090.39401300106,101701.03519061583
1764271222,100,,Aggregated,17.100000,0.000000,3600,4300,4800,5100,6100,7200,8400,9000,13000,13000,13000,701,3,3600.0,3912.5187269900634,898.9558790017327,13090.39401300106,101164.00998573466
1764271223,100,,Aggregated,16.500000,0.000000,3600,4300,4800,5100,6100,7300,8400,9000,13000,13000,13000,718,3,3600.0,3907.877268274423,898.9558790017327,13090.39401300106,100595.90111420614
1764271224,100,,Aggregated,17.200000,0.100000,3600,4300,4800,5100,6100,7200,8400,9000,13000,13000,13000,729,3,3600.0,3901.535397860132,898.9558790017327,13090.39401300106,100379.15500685871
1764271225,100,,Aggregated,17.600000,0.100000,3600,4300,4800,5100,6200,7300,8400,9000,13000,13000,13000,747,4,3600.0,3922.0595841767686,898.9558790017327,13090.39401300106,100897.85809906291
1764271226,100,,Aggregated,17.700000,0.100000,3600,4300,4800,5100,6100,7200,8300,9000,13000,13000,13000,766,4,3600.0,3915.796231514422,898.9558790017327,13090.39401300106,100724.49477806789
1764271227,100,,Aggregated,16.900000,0.100000,3600,4300,4800,5100,6100,7100,8300,9000,13000,13000,13000,782,4,3600.0,3902.8477268721695,898.9558790017327,13090.39401300106,102170.33631713554
1764271228,100,,Aggregated,17.100000,0.200000,3600,4300,4800,5100,6100,7100,8300,9000,13000,13000,13000,800,4,3600.0,3906.1465358000546,898.9558790017327,13090.39401300106,101432.2275
1764271229,100,,Aggregated,17.000000,0.200000,3600,4300,4800,5100,6100,7100,8200,8900,13000,13000,13000,816,4,3600.0,3916.36334365691,898.9558790017327,13090.39401300106,101080.38602941176
1764271230,100,,Aggregated,17.000000,0.200000,3600,4300,4800,5100,6100,7000,8200,8900,13000,13000,13000,831,4,3600.0,3907.032077278016,898.9558790017327,13090.39401300106,101017.09386281589
1764271231,100,,Aggregated,17.900000,0.200000,3600,4300,4800,5100,6100,7000,8200,8900,13000,13000,13000,850,4,3600.0,3895.44376402945,898.9558790017327,13090.39401300106,100873.10470588235
1764271232,100,,Aggregated,17.400000,0.200000,3600,4300,4800,5100,6000,7000,8200,8900,13000,13000,13000,864,4,3600.0,3896.133783567167,898.9558790017327,13090.39401300106,100448.92361111111
1764271233,100,,Aggregated,16.800000,0.200000,3600,4300,4800,5100,6100,7000,8200,8900,13000,13000,13000,883,4,3600.0,3909.033707644434,898.9558790017327,13090.39401300106,100841.85390713476
1764271234,100,,Aggregated,16.600000,0.100000,3600,4300,4800,5100,6100,7000,8100,8900,13000,13000,13000,911,4,3600.0,3905.657512453374,898.9558790017327,13090.39401300106,101224.69484083424
1764271235,100,,Aggregated,16.600000,0.100000,3600,4300,4800,5100,6100,7000,8100,8900,13000,13000,13000,927,4,3600.0,3885.171207873815,898.9558790017327,13090.39401300106,100524.01510248112
1764271236,100,,Aggregated,16.600000,0.100000,3600,4300,4800,5100,6000,7000,8100,8900,13000,13000,13000,937,5,3600.0,3882.802703901845,898.9558790017327,13090.39401300106,100081.91035218783
1764271237,100,,Aggregated,18.400000,0.100000,3600,4300,4800,5100,6000,7000,8100,8900,13000,13000,13000,955,5,3600.0,3875.5771160293507,898.9558790017327,13090.39401300106,100460.7057591623
1764271238,100,,Aggregated,17.700000,0.000000,3600,4300,4800,5100,6100,7000,8100,8900,13000,13000,13000,976,5,3600.0,3866.1563756250184,898.9558790017327,13090.39401300106,100144.23975409837
1764271239,100,,Aggregated,17.000000,0.100000,3600,4300,4800,5100,6100,7000,8100,8900,13000,13000,13000,997,5,3600.0,3862.7974628495576,898.9558790017327,13090.39401300106,101140.6258776329
1764271240,100,,Aggregated,17.200000,0.100000,3600,4300,4800,5100,6000,7000,8100,8900,13000,13000,13000,1015,5,3600.0,3852.401490803954,898.9558790017327,13090.39401300106,101000.49655172414
1764271241,100,,Aggregated,17.700000,0.100000,3600,4300,4800,5100,6000,7000,8100,8900,13000,13000,13000,1033,5,3600.0,3853.8815420358387,898.9558790017327,13090.39401300106,100781.32913843176
1764271242,100,,Aggregated,18.100000,0.100000,3600,4300,4800,5100,6000,7000,8100,8900,13000,13000,13000,1048,5,3500.0,3839.049084146971,898.9558790017327,13090.39401300106,100820.57538167939
1764271243,100,,Aggregated,18.700000,0.100000,3600,4300,4800,5100,6000,7000,8000,8900,13000,13000,13000,1065,5,3600.0,3839.0013849662146,898.9558790017327,13090.39401300106,100570.71549295775
1764271244,100,,Aggregated,18.300000,0.100000,3500,4300,4800,5100,6000,7000,8000,8900,13000,13000,13000,1077,5,3500.0,3833.1133419647354,898.9558790017327,13090.39401300106,100870.2748375116
1764271245,100,,Aggregated,18.200000,0.100000,3500,4300,4800,5000,6000,7000,7900,8500,13000,13000,13000,1101,5,3500.0,3828.251844565861,898.9558790017327,13090.39401300106,100688.7166212534
1764271246,100,,Aggregated,18.000000,0.100000,3500,4300,4800,5000,6000,7000,7900,8500,13000,13000,13000,1117,5,3500.0,3831.7821721557766,898.9558790017327,13090.39401300106,101027.10026857654
1764271247,100,,Aggregated,16.500000,0.100000,3500,4300,4800,5100,6000,7000,8000,8900,13000,13000,13000,1140,5,3500.0,3834.047003074547,898.9558790017327,13090.39401300106,101421.88771929825
1764271248,100,,Aggregated,17.300000,0.100000,3500,4300,4800,5000,6000,7000,8000,8900,13000,13000,13000,1155,5,3500.0,3828.804557668382,898.9558790017327,13090.39401300106,101011.56796536797
1764271249,100,,Aggregated,18.000000,0.000000,3500,4300,4800,5000,6000,7000,8000,8900,13000,13000,13000,1170,5,3500.0,3829.4721970068194,898.9558790017327,13090.39401300106,101231.63675213675
1764271250,100,,Aggregated,18.500000,0.000000,3500,4200,4800,5000,6000,7000,8100,8900,13000,13000,13000,1192,5,3500.0,3827.7225983246526,898.9558790017327,13090.39401300106,101414.59563758389
1764271251,100,,Aggregated,17.600000,0.000000,3500,4300,4800,5000,6000,7000,8000,8900,13000,13000,13000,1205,5,3500.0,3833.075031126962,898.9558790017327,13090.39401300106,101329.44730290456
1764271252,100,,Aggregated,17.400000,0.000000,3500,4200,4800,5000,6000,7000,8000,8900,13000,13000,13000,1225,5,3500.0,3829.0215221910116,898.9558790017327,13090.39401300106,101142.8693877551
1764271253,100,,Aggregated,17.600000,0.000000,3500,4200,4800,5000,5900,7000,8000,8900,13000,13000,13000,1244,5,3500.0,3826.411785462212,898.9558790017327,13090.39401300106,100705.79662379422
1764271254,100,,Aggregated,17.300000,0.000000,3500,4200,4700,5000,5900,7000,7900,8900,13000,13000,13000,1259,5,3500.0,3824.5048278141367,898.9558790017327,13090.39401300106,100770.41461477363
1764271255,100,,Aggregated,17.600000,0.000000,3500,4200,4700,5000,5900,6900,7900,8900,13000,13000,13000,1273,5,3500.0,3823.9837482089624,898.9558790017327,13090.39401300106,101354.23566378633
1764271256,100,,Aggregated,18.000000,0.000000,3600,4200,4700,5000,5900,6900,7900,8900,13000,13000,13000,1287,5,3600.0,3825.9317887878906,898.9558790017327,13090.39401300106,101331.2261072261
1764271257,100,,Aggregated,18.300000,0.000000,3600,4200,4700,5000,5900,6900,7900,8500,13000,13000,13000,1302,5,3600.0,3827.7476744908035,898.9558790017327,13090.39401300106,101156.99462365592
1764271258,100,,Aggregated,17.400000,0.000000,3600,4300,4800,5000,5900,6900,7900,8500,13000,13000,13000,1326,5,3600.0,3836.0729680595987,898.9558790017327,13090.39401300106,101783.10859728507
1764271259,100,,Aggregated,17.000000,0.000000,3600,4200,4800,5000,5900,6900,7900,8500,13000,13000,13000,1335,5,3600.0,3832.0013931857916,898.9558790017327,13090.39401300106,101638.3797752809
1764271260,100,,Aggregated,16.300000,0.000000,3600,4300,4800,5000,5900,6900,7900,8500,13000,13000,13000,1353,5,3600.0,3838.247231787898,898.9558790017327,13090.39401300106,101857.55949741315
1764271261,100,,Aggregated,16.900000,0.000000,3600,4300,4800,5000,6000,6900,7900,8500,13000,13000,13000,1372,5,3600.0,3850.1407273061445,898.9558790017327,13090.39401300106,102120.93950437318
1764271262,100,,Aggregated,16.500000,0.000000,3600,4300,4800,5000,6000,6900,7900,8500,13000,13000,13000,1388,5,3600.0,3849.1168503199124,898.9558790017327,13090.39401300106,102242.3962536023
1764271263,100,,Aggregated,16.400000,0.000000,3600,4300,4800,5000,6000,7000,7900,8500,13000,13000,13000,1406,6,3600.0,3855.5512047589177,898.9558790017327,13090.39401300106,102340.01209103841
1764271264,100,,Aggregated,16.500000,0.000000,3600,4300,4800,5000,6000,6900,7900,8500,13000,13000,13000,1424,6,3600.0,3854.714184654521,898.9558790017327,13090.39401300106,101820.65941011236
1764271265,100,,Aggregated,16.100000,0.000000,3600,4300,4800,5000,6000,7000,7900,8500,13000,13000,13000,1438,6,3600.0,3853.0842731717917,898.9558790017327,13090.39401300106,102073.11474269819
1764271266,100,,Aggregated,16.100000,0.100000,3600,4300,4800,5000,5900,7000,7900,8500,13000,13000,13000,1461,6,3600.0,3849.136192999341,898.9558790017327,13090.39401300106,102480.13141683779
1764271267,100,,Aggregated,16.300000,0.100000,3600,4300,4800,5000,6000,7000,7900,8500,13000,13000,13000,1476,6,3600.0,3847.3367628475894,898.9558790017327,13090.39401300106,101881.80487804877
1764271268,100,,Aggregated,16.700000,0.100000,3600,4300,4800,5000,6000,6900,7900,8500,13000,13000,13000,1498,6,3600.0,3844.8225673645247,898.9558790017327,13090.39401300106,101758.16822429906
1764271269,100,,Aggregated,17.300000,0.100000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1513,6,3600.0,3838.571095427662,898.9558790017327,13090.39401300106,101721.08988764045
1764271270,100,,Aggregated,17.500000,0.100000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1528,7,3600.0,3835.6682673207156,898.9558790017327,13090.39401300106,101442.2310209424
1764271271,100,,Aggregated,17.100000,0.100000,3600,4300,4800,5000,5900,6900,7900,8500,13000,13000,13000,1543,7,3600.0,3839.6937349183704,898.9558790017327,13090.39401300106,101447.47375243033
1764271272,100,,Aggregated,17.600000,0.100000,3600,4300,4800,5000,5900,6900,7800,8500,13000,13000,13000,1567,8,3600.0,3835.5114265743796,898.9558790017327,13090.39401300106,101537.27504786216
1764271273,100,,Aggregated,17.100000,0.200000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1592,8,3600.0,3834.0196366633427,898.9558790017327,13090.39401300106,101296.03203517589
1764271274,100,,Aggregated,17.100000,0.200000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1609,8,3600.0,3826.547859748319,723.3537810025155,13090.39401300106,101209.31013051585
1764271275,100,,Aggregated,17.900000,0.300000,3600,4200,4700,5000,5900,6900,7800,8500,13000,13000,13000,1623,8,3600.0,3817.915069409146,723.3537810025155,13090.39401300106,101332.29143561306
1764271276,100,,Aggregated,18.700000,0.200000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1634,8,3600.0,3816.4899729608555,723.3537810025155,13090.39401300106,101226.48041615667
1764271277,100,,Aggregated,18.400000,0.200000,3500,4200,4700,5000,5900,6900,7800,8500,13000,13000,13000,1655,9,3500.0,3811.923145949267,723.3537810025155,13090.39401300106,100919.67613293052
1764271278,100,,Aggregated,18.100000,0.200000,3500,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1672,9,3500.0,3813.5298108391426,723.3537810025155,13090.39401300106,100968.34389952153
1764271279,100,,Aggregated,17.300000,0.200000,3500,4200,4700,5000,5900,6900,7800,8500,13000,13000,13000,1691,9,3500.0,3814.3956643755446,723.3537810025155,13090.39401300106,101293.65700768775
1764271280,100,,Aggregated,17.800000,0.300000,3500,4200,4700,5000,5900,6900,7800,8400,13000,13000,13000,1704,9,3500.0,3811.1599587283154,723.3537810025155,13090.39401300106,101170.23180751174
1764271281,100,,Aggregated,17.500000,0.300000,3500,4200,4700,5000,5900,6900,7800,8400,13000,13000,13000,1723,9,3500.0,3806.919946990736,723.3537810025155,13090.39401300106,101062.46140452698
1764271282,100,,Aggregated,17.800000,0.300000,3500,4200,4700,5000,5900,6900,7800,8400,13000,13000,13000,1735,9,3500.0,3812.0870361550656,723.3537810025155,13090.39401300106,101271.22017291066
1764271283,100,,Aggregated,17.500000,0.200000,3600,4200,4700,5000,5900,6900,7800,8400,13000,13000,13000,1758,9,3500.0,3814.8191671661184,723.3537810025155,13090.39401300106,101306.79124004551
1764271284,100,,Aggregated,18.100000,0.200000,3600,4200,4800,5000,5900,6900,7800,8500,13000,13000,13000,1774,9,3600.0,3822.5265344955087,723.3537810025155,13090.39401300106,101821.47970687711
