Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764332184708,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,11.428571701049805,6.25,9.090909004211426,8.571429252624512,11.111111640930176,8.823529243469238,8.823529243469238,8.571429252624512,8.823529243469238,11.428571701049805,11.111111640930176,14.285715103149414,8.823529243469238,11.428571701049805,8.823529243469238,8.823529243469238,11.764705657958984,11.428571701049805,8.823529243469238,11.428571701049805,11.111111640930176,11.428571701049805,8.571429252624512,11.428571701049805,8.823529243469238,14.285715103149414,16.666667938232422,85.29411315917969,17.142858505249023,14.285715103149414,8.823529243469238,11.111111640930176,32747.31854248047,98511.16632080078,0,404326326272,8589930496,11653947392,1048576
199,1764332184708,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,11.428571701049805,6.25,9.090909004211426,8.571429252624512,11.111111640930176,8.823529243469238,8.823529243469238,8.571429252624512,8.823529243469238,11.428571701049805,11.111111640930176,14.285715103149414,8.823529243469238,11.428571701049805,8.823529243469238,8.823529243469238,11.764705657958984,11.428571701049805,8.823529243469238,11.428571701049805,11.111111640930176,11.428571701049805,8.571429252624512,11.428571701049805,8.823529243469238,14.285715103149414,16.666667938232422,85.29411315917969,17.142858505249023,14.285715103149414,8.823529243469238,11.111111640930176,32747.3271484375,98511.19110107422,0,404326326272,8589930496,11653947392,1048576
199,1764332184908,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,5.555555820465088,4.761904716491699,4.545454502105713,0,0,14.285715103149414,5,0,0,0,15.000000953674316,5,0,4.761904716491699,0,10,9.523809432983398,23.809524536132813,10,20,0,0,4.761904716491699,0,4.761904716491699,0,0,4.761904716491699,5,4.761904716491699,4.761904716491699,0,32748.322143554688,98515.96771240234,0,404326326272,8589930496,11668844544,1048576
199,1764332185109,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,0,10,0,0,0,0,0,15.000000953674316,0,0,0,4.761904716491699,5,0,4.761904716491699,0,0,89.47368621826172,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,0,0,0,32749.15252685547,98520.53521728516,0,404326326272,8589930496,11673227264,1048576
199,1764332185309,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,5.263157844543457,0,0,0,0,0,0,0,15.000000953674316,0,5.263157844543457,5.263157844543457,0,0,0,0,0,20,0,0,0,4.761904716491699,0,0,4.761904716491699,0,15.789472579956055,0,5,0,0,0,32749.949829101563,98525.1079711914,0,404326326272,8589930496,11679883264,1048576
199,1764332185509,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,0,0,0,9.090909004211426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,32750.42431640625,98529.24523925781,0,404326326272,8589930496,11679883264,1048576
199,1764332185709,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,32750.8642578125,98533.35675048828,0,404326326272,8589930496,11679883264,1048576
199,1764332185909,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,5,0,5,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,4.761904716491699,0,4.761904716491699,0,0,5,32751.30450439453,98537.47076416016,0,404326326272,8589930496,11679883264,1048576
199,1764332186109,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,10.526315689086914,10,0,0,5,0,0,0,0,0,0,0,5,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,32751.870178222656,98541.79516601563,0,404326326272,8589930496,11678830592,1048576
199,1764332186309,800,800,800,800,799,799,799,799,800,800,800,800,1100,799,799,1000,800,800,800,799,800,800,800,800,800,800,800,800,935,800,800,800,10,5,0,0,0,0,4.761904716491699,14.285715103149414,9.523809432983398,5,5,5,0,5,5,0,5,0,4.761904716491699,0,4.761904716491699,0,5,9.523809432983398,0,9.523809432983398,5,5,5,5,9.523809432983398,10,32752.62908935547,98546.20861816406,0,404326326272,8589930496,11679064064,1048576
