Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764276268932,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,11.111111640930176,15.000000953674316,12.5,10.256410598754883,12.5,10,10.256410598754883,12.5,17.5,19.51219367980957,14.634145736694336,15.000000953674316,15.384615898132324,22.5,10.256410598754883,14.634145736694336,14.634145736694336,20,12.5,15.000000953674316,43.90243911743164,12.820513725280762,12.5,15.000000953674316,15.000000953674316,15.384615898132324,38.46154022216797,16.666667938232422,15.000000953674316,17.073171615600586,10.256410598754883,15.000000953674316,62507.24426269531,169025.7110595703,0,404326326272,8589930496,12399788032,1048576
199,1764276268933,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,11.111111640930176,15.000000953674316,12.5,10.256410598754883,12.5,10,10.256410598754883,12.5,17.5,19.51219367980957,14.634145736694336,15.000000953674316,15.384615898132324,22.5,10.256410598754883,14.634145736694336,14.634145736694336,20,12.5,15.000000953674316,43.90243911743164,12.820513725280762,12.5,15.000000953674316,15.000000953674316,15.384615898132324,38.46154022216797,16.666667938232422,15.000000953674316,17.073171615600586,10.256410598754883,15.000000953674316,62507.28381347656,169025.77319335938,0,404326326272,8589930496,12399788032,1048576
199,1764276269133,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,15.789472579956055,0,25,9.523809432983398,5,20,5,33.333335876464844,0,0,0,5,25,4.761904716491699,4.761904716491699,0,0,10,10,5,45,5,5,25,10,13.636363983154297,5,5.263157844543457,15.000000953674316,15.789472579956055,23.809524536132813,9.523809432983398,62508.284912109375,169030.7103881836,0,404326326272,8589930496,12416139264,1048576
199,1764276269333,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,15.789472579956055,0,25,9.523809432983398,5,20,5,33.333335876464844,0,0,0,5,25,4.761904716491699,4.761904716491699,0,0,10,10,5,45,5,5,25,10,13.636363983154297,5,5.263157844543457,15.000000953674316,15.789472579956055,23.809524536132813,9.523809432983398,62509.17401123047,169035.92431640625,0,404326326272,8589930496,12427722752,1048576
199,1764276269533,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,5.882352828979492,7.894736289978027,15.000000953674316,2.5641026496887207,0,7.500000476837158,0,5.128205299377441,0,5,0,2.5641026496887207,15.000000953674316,15.384615898132324,0,0,0,4.878048419952393,12.820513725280762,5.128205299377441,0,10,5.128205299377441,62.5,7.692307949066162,5.128205299377441,5,20,10,19.51219367980957,7.692307949066162,38.46154022216797,62510.19519042969,169041.20373535156,0,404326326272,8589930496,12451319808,1048576
199,1764276269733,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,5.882352828979492,5,0,0,0,5.263157844543457,5,9.523809432983398,0,14.285715103149414,5,0,0,95,0,0,0,42.105262756347656,5,5,9.523809432983398,5.263157844543457,5,21.052631378173828,5,5,0,10,0,30.000001907348633,0,5,62511.15496826172,169046.66473388672,0,404326326272,8589930496,12471922688,1048576
199,1764276269933,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,5.882352828979492,5,0,0,0,5.263157844543457,5,9.523809432983398,0,14.285715103149414,5,0,0,95,0,0,0,42.105262756347656,5,5,9.523809432983398,5.263157844543457,5,21.052631378173828,5,5,0,10,0,30.000001907348633,0,5,62512.19610595703,169052.01934814453,0,404326326272,8589930496,12501676032,1048576
199,1764276270133,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,17.142858505249023,2.6315789222717285,10.256410598754883,7.317072868347168,7.500000476837158,52.499996185302734,2.5641026496887207,2.6315789222717285,30.000001907348633,5.128205299377441,2.6315789222717285,2.5,7.500000476837158,0,2.5,0,12.5,7.317072868347168,5.128205299377441,5,2.5641026496887207,85,7.894736289978027,15.000000953674316,9.756096839904785,2.5641026496887207,7.317072868347168,7.692307949066162,12.5,0,2.5,12.820513725280762,62513.014221191406,169056.56903076172,0,404326326272,8589930496,12508012544,1048576
199,1764276270333,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,0,5,10,5.263157844543457,0,5.263157844543457,5,10,0,5,4.761904716491699,0,5,0,0,0,5,0,23.809524536132813,0,5,60.000003814697266,4.761904716491699,5.263157844543457,5.263157844543457,0,0,9.523809432983398,10,10,0,0,62513.94757080078,169061.29333496094,0,404326326272,8589930496,12495392768,1048576
199,1764276270533,799,800,800,800,800,920,800,800,800,799,800,800,800,799,800,800,800,800,899,799,799,799,800,799,800,799,800,800,799,800,804,900,0,0,0,0,4.761904716491699,4.761904716491699,80,5,0,0,0,0,0,0,5,0,0,0,15.789472579956055,5,0,0,0,0,5,4.761904716491699,0,0,0,0,0,0,62514.75256347656,169065.88671875,0,404326326272,8589930496,12495650816,1048576
