Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764356161,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764356162,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764356163,100,,Aggregated,0.000000,0.000000,1700,1700,2000,2000,2000,2000,2000,2000,2000,2000,2000,4,0,1600.0,1718.0350867492962,1526.0481309960596,1967.5842669967096,26205.75
1764356164,100,,Aggregated,0.000000,0.000000,2500,2600,2600,2700,2700,2700,2700,2700,2700,2700,2700,15,0,2500.0,2294.83870860034,1526.0481309960596,2687.12519199471,30782.2
1764356165,100,,Aggregated,0.000000,0.000000,2700,3100,3200,3200,3400,3500,3700,3700,3700,3700,3700,32,0,2700.0,2717.9624278760457,1526.0481309960596,3716.1303160100942,60236.46875
1764356166,100,,Aggregated,1.333333,0.000000,3100,3300,3700,4300,4700,4900,4900,4900,4900,4900,4900,44,0,3100.0,3172.81968045526,1526.0481309960596,4944.131730997469,80925.95454545454
1764356167,100,,Aggregated,5.000000,0.000000,3400,4700,4900,4900,5200,5700,5800,6000,6000,6000,6000,63,0,3400.0,3719.3693832389454,1526.0481309960596,5984.08559600648,96675.28571428571
1764356168,100,,Aggregated,6.400000,0.000000,3400,4800,5100,5200,5800,6000,6500,6800,6800,6800,6800,92,0,3300.0,3721.3825924246403,782.8818300040439,6804.880057999981,100677.66304347826
1764356169,100,,Aggregated,8.500000,0.000000,3200,4700,5200,5400,6000,6500,6700,6800,6800,6800,6800,121,0,3200.0,3594.867807785809,673.5047339898301,6826.139376003994,96502.29752066116
1764356170,100,,Aggregated,9.571429,0.000000,3200,4900,5400,5800,6500,7100,7500,7600,7800,7800,7800,140,0,3200.0,3666.0247248937335,511.6319739900064,7795.5607140029315,95154.50714285714
