Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764324203749,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,14.285715103149414,13.51351261138916,13.51351261138916,11.111111640930176,10.526315689086914,13.51351261138916,37.83783721923828,13.88888931274414,37.83783721923828,10.810811042785645,15.789472579956055,11.111111640930176,13.1578950881958,10.810811042785645,10.810811042785645,11.111111640930176,10.810811042785645,10.810811042785645,11.111111640930176,13.1578950881958,15.789472579956055,21.052631378173828,18.421052932739258,13.51351261138916,20.512821197509766,10.810811042785645,10.810811042785645,13.51351261138916,13.51351261138916,13.88888931274414,13.51351261138916,20.512821197509766,178827.04901123047,200215.44635009766,0,404326326272,8589930496,12428136448,1048576
199,1764324203750,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,14.285715103149414,13.51351261138916,13.51351261138916,11.111111640930176,10.526315689086914,13.51351261138916,37.83783721923828,13.88888931274414,37.83783721923828,10.810811042785645,15.789472579956055,11.111111640930176,13.1578950881958,10.810811042785645,10.810811042785645,11.111111640930176,10.810811042785645,10.810811042785645,11.111111640930176,13.1578950881958,15.789472579956055,21.052631378173828,18.421052932739258,13.51351261138916,20.512821197509766,10.810811042785645,10.810811042785645,13.51351261138916,13.51351261138916,13.88888931274414,13.51351261138916,20.512821197509766,178827.05670166016,200215.47009277344,0,404326326272,8589930496,12428136448,1048576
199,1764324203950,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,5.555555820465088,0,0,4.761904716491699,4.761904716491699,38.095237731933594,14.285715103149414,9.090909004211426,0,0,0,0,4.761904716491699,0,0,0,0,10.526315689086914,9.523809432983398,5.263157844543457,0,10.526315689086914,10,0,0,0,4.761904716491699,4.761904716491699,4.761904716491699,0,4.761904716491699,0,178827.923828125,200220.09857177734,0,404326326272,8589930496,12438392832,1048576
199,1764324204150,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,90,0,0,0,0,0,0,0,0,5,4.761904716491699,5,0,4.761904716491699,4.761904716491699,14.285715103149414,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178828.7894897461,200225.0795288086,0,404326326272,8589930496,12441710592,1048576
199,1764324204350,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,11.111111640930176,0,15.000000953674316,0,5,0,0,5.263157844543457,0,0,0,5,0,5,0,4.761904716491699,0,10,0,0,5,5,0,0,63.15789031982422,0,0,0,0,0,0,0,178829.693359375,200229.66467285156,0,404326326272,8589930496,12448411648,1048576
199,1764324204550,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,5.263157844543457,15.000000953674316,0,0,0,0,0,55,5,0,0,0,4.761904716491699,0,0,0,0,0,9.523809432983398,4.761904716491699,0,0,9.523809432983398,10,20,0,0,0,0,0,0,4.761904716491699,178830.56201171875,200234.26330566406,0,404326326272,8589930496,12457123840,1048576
199,1764324204750,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,15.789472579956055,5,0,5,0,0,0,9.523809432983398,0,0,70,0,0,0,0,0,0,5,0,5,0,0,0,4.761904716491699,10,5,0,10,0,9.523809432983398,0,0,178831.451171875,200239.12841796875,0,404326326272,8589930496,12465348608,1048576
199,1764324204951,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,0,0,0,0,0,0,0,0,0,0,15.000000953674316,4.761904716491699,10,0,0,0,0,0,0,0,15.000000953674316,30.000001907348633,21.052631378173828,0,0,0,4.761904716491699,5,0,5,0,0,178832.33862304688,200243.85327148438,0,404326326272,8589930496,12478214144,1048576
199,1764324205151,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,0,0,4.761904716491699,0,0,0,0,0,0,4.761904716491699,0,5,0,0,0,0,0,0,0,0,0,100,4.761904716491699,0,0,5,0,9.523809432983398,10,5,0,0,178833.20361328125,200248.46490478516,0,404326326272,8589930496,12480561152,1048576
199,1764324205351,799,799,799,798,800,800,1200,800,800,799,800,800,800,800,800,800,800,799,800,800,799,1192,800,800,800,1000,800,799,800,798,900,799,0,0,5.263157844543457,0,0,0,0,0,0,5,0,0,5.263157844543457,0,0,0,9.523809432983398,0,0,0,5,42.85714340209961,0,0,5,0,5.263157844543457,5.263157844543457,5,0,23.809524536132813,0,178834.11987304688,200253.11492919922,0,404326326272,8589930496,12487458816,1048576
