Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764296565067,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,33.333335876464844,11.428571701049805,17.948719024658203,15.384615898132324,13.1578950881958,21.052631378173828,15.789472579956055,18.421052932739258,13.51351261138916,18.421052932739258,17.948719024658203,21.62162208557129,23.68421173095703,16.216215133666992,22.5,26.3157901763916,10.526315689086914,37.83783721923828,23.076923370361328,33.333335876464844,10.810811042785645,21.052631378173828,10.810811042785645,15.789472579956055,18.91891860961914,10.526315689086914,23.076923370361328,13.1578950881958,31.57894515991211,39.47368621826172,15.789472579956055,18.91891860961914,61745.873596191406,101920.5394897461,0,404326326272,8589930496,11768008704,1048576
199,1764296565067,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,33.333335876464844,11.428571701049805,17.948719024658203,15.384615898132324,13.1578950881958,21.052631378173828,15.789472579956055,18.421052932739258,13.51351261138916,18.421052932739258,17.948719024658203,21.62162208557129,23.68421173095703,16.216215133666992,22.5,26.3157901763916,10.526315689086914,37.83783721923828,23.076923370361328,33.333335876464844,10.810811042785645,21.052631378173828,10.810811042785645,15.789472579956055,18.91891860961914,10.526315689086914,23.076923370361328,13.1578950881958,31.57894515991211,39.47368621826172,15.789472579956055,18.91891860961914,61745.873596191406,101920.5394897461,0,404326326272,8589930496,11768008704,1048576
199,1764296565268,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,100,5.882352828979492,0,0,0,5,5,4.761904716491699,0,9.523809432983398,0,5,0,0,0,13.636363983154297,0,0,10,15.000000953674316,0,0,0,0,9.523809432983398,0,73.68421173095703,0,0,15.000000953674316,0,4.761904716491699,61746.848205566406,101926.1918334961,0,404326326272,8589930496,11785969664,1048576
199,1764296565468,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,0,0,0,0,0,0,0,0,0,0,0,5,13.636363983154297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,61747.440490722656,101930.40087890625,0,404326326272,8589930496,11784306688,1048576
199,1764296565668,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,0,5,0,5,4.761904716491699,0,0,4.761904716491699,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,9.523809432983398,4.761904716491699,5.263157844543457,5,0,4.761904716491699,0,0,0,4.761904716491699,5,0,61747.94970703125,101934.48315429688,0,404326326272,8589930496,11785080832,1048576
199,1764296565868,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,5,0,0,0,5,0,0,0,9.523809432983398,0,0,0,0,4.761904716491699,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4.761904716491699,5,0,61748.516357421875,101938.67065429688,0,404326326272,8589930496,11784904704,1048576
199,1764296566068,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,10.526315689086914,21.052631378173828,10,5.263157844543457,0,4.761904716491699,0,5.263157844543457,0,0,9.523809432983398,9.523809432983398,0,0,5,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9.523809432983398,61749.419921875,101943.27502441406,0,404326326272,8589930496,11782430720,1048576
199,1764296566268,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,5.263157844543457,25,0,0,0,0,0,4.761904716491699,0,0,0,0,5,5.263157844543457,0,0,0,5,0,0,0,4.761904716491699,4.761904716491699,5,20,10,0,0,0,0,5.263157844543457,0,61750.27746582031,101947.84991455078,0,404326326272,8589930496,11783405568,1048576
199,1764296566468,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61750.860107421875,101952.08673095703,0,404326326272,8589930496,11783405568,1048576
199,1764296566669,900,799,800,800,800,800,799,800,900,800,800,800,800,800,915,815,799,800,800,800,800,896,808,799,800,799,799,853,799,799,800,800,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61751.36065673828,101956.15185546875,0,404326326272,8589930496,11783921664,1048576
