Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764377159295,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,15.625,25,17.647058486938477,17.647058486938477,17.142858505249023,11.764705657958984,11.428571701049805,20,14.705883026123047,12.121212005615234,11.764705657958984,16.666667938232422,40,14.705883026123047,11.764705657958984,11.764705657958984,11.764705657958984,11.428571701049805,14.285715103149414,14.705883026123047,14.285715103149414,14.285715103149414,14.705883026123047,17.647058486938477,14.705883026123047,14.705883026123047,9.090909004211426,14.285715103149414,22.85714340209961,11.764705657958984,12.121212005615234,26.47058868408203,77110.13500976563,153730.83966064453,0,404326326272,8589930496,12824399872,1048576
199,1764377159296,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,15.625,25,17.647058486938477,17.647058486938477,17.142858505249023,11.764705657958984,11.428571701049805,20,14.705883026123047,12.121212005615234,11.764705657958984,16.666667938232422,40,14.705883026123047,11.764705657958984,11.764705657958984,11.764705657958984,11.428571701049805,14.285715103149414,14.705883026123047,14.285715103149414,14.285715103149414,14.705883026123047,17.647058486938477,14.705883026123047,14.705883026123047,9.090909004211426,14.285715103149414,22.85714340209961,11.764705657958984,12.121212005615234,26.47058868408203,77110.13500976563,153730.83966064453,0,404326326272,8589930496,12824399872,1048576
199,1764377159496,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,22.22222328186035,0,9.523809432983398,14.285715103149414,0,5,0,9.523809432983398,14.285715103149414,5,4.761904716491699,0,0,4.761904716491699,0,0,0,0,0,0,0,5.263157844543457,0,0,33.333335876464844,0,9.523809432983398,0,0,5,9.523809432983398,14.285715103149414,77111.02453613281,153735.53131103516,0,404326326272,8589930496,12831592448,1048576
199,1764377159696,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15.000000953674316,5,0,0,0,0,0,0,0,31.57894515991211,40,5.263157844543457,0,5,0,0,0,0,77111.91394042969,153740.25439453125,0,404326326272,8589930496,12814880768,1048576
199,1764377159896,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,5.263157844543457,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,5,0,0,0,90.47618865966797,0,0,0,4.761904716491699,0,0,0,4.761904716491699,77112.81848144531,153745.35400390625,0,404326326272,8589930496,12821557248,1048576
199,1764377160096,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,5.555555820465088,0,0,0,5.263157844543457,9.523809432983398,4.761904716491699,0,5,9.523809432983398,0,5,0,55,0,0,0,5,10,0,0,4.761904716491699,0,0,4.761904716491699,0,0,0,0,15.000000953674316,0,0,77113.72589111328,153750.2548828125,0,404326326272,8589930496,12833054720,1048576
199,1764377160296,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,10.526315689086914,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,89.47368621826172,5,5,0,0,0,0,0,0,0,0,0,0,0,77114.62231445313,153754.88861083984,0,404326326272,8589930496,12837183488,1048576
199,1764377160496,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,0,0,0,4.761904716491699,5,0,4.761904716491699,0,0,10.526315689086914,4.761904716491699,0,0,5,0,0,0,4.761904716491699,4.761904716491699,0,0,4.761904716491699,65,0,0,0,5,0,25,55,0,0,77115.60021972656,153759.82836914063,0,404326326272,8589930496,12842373120,1048576
199,1764377160697,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,23.52941131591797,5,40,0,5.263157844543457,0,0,10.526315689086914,0,5,0,0,0,5.263157844543457,25,15.789472579956055,4.761904716491699,0,26.3157901763916,9.523809432983398,9.523809432983398,5.263157844543457,100,0,0,18.18181800842285,0,0,21.052631378173828,9.523809432983398,9.523809432983398,5.263157844543457,77116.82196044922,153764.86010742188,0,404326326272,8589930496,12846108672,1048576
199,1764377160897,799,800,800,799,799,1080,800,924,800,800,799,800,799,800,900,800,800,801,800,799,1300,800,1058,800,800,1199,799,835,800,800,799,799,5.882352828979492,10,5,0,4.761904716491699,0,0,4.761904716491699,10.526315689086914,0,4.761904716491699,0,0,5,47.619049072265625,15.000000953674316,0,0,5,0,5,0,100,0,0,20,0,0,0,0,4.761904716491699,4.761904716491699,77117.75744628906,153770.46228027344,0,404326326272,8589930496,12850450432,1048576
