Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764383726,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764383727,50,,Aggregated,0.000000,0.000000,900,900,900,900,900,900,900,900,900,900,900,1,0,895.6370299856644,895.6370299856644,895.6370299856644,895.6370299856644,22674.0
1764383728,100,,Aggregated,0.000000,0.000000,1600,1800,1800,1800,1900,1900,1900,1900,1900,1900,1900,11,0,1600.0,1570.4807804484683,895.6370299856644,1949.8710879997816,33765.09090909091
1764383729,100,,Aggregated,0.000000,0.000000,2100,2200,2500,2600,2700,2800,2900,2900,2900,2900,2900,22,0,1900.0,2002.9051722707334,895.6370299856644,2850.632321991725,50007.0
1764383730,100,,Aggregated,0.500000,0.000000,2500,2900,3100,3200,3300,3500,3500,3500,3500,3500,3500,37,0,2500.0,2433.1584558358127,895.6370299856644,3544.66223999043,58382.67567567567
1764383731,100,,Aggregated,5.333333,0.000000,3000,3300,3500,3900,4400,4600,4600,4900,4900,4900,4900,51,0,3000.0,2909.42097921438,895.6370299856644,4879.3175389873795,66876.58823529411
1764383732,100,,Aggregated,7.750000,0.000000,3400,4100,4200,4400,4700,4900,5100,5900,5900,5900,5900,74,0,3300.0,3359.494485971801,895.6370299856644,5947.085855994374,66550.93243243243
1764383733,100,,Aggregated,8.400000,0.000000,3400,4100,4500,4700,5100,5700,6200,6400,6400,6400,6400,94,0,3300.0,3471.862178605466,895.6370299856644,6423.609535995638,70161.94680851063
1764383734,100,,Aggregated,10.500000,0.000000,3300,4200,4600,4900,5900,6600,6900,7200,8000,8000,8000,120,0,3300.0,3568.292434341371,670.7688480091747,7994.328075001249,78979.23333333334
1764383735,100,,Aggregated,11.714286,0.000000,3300,4200,4700,5000,6500,7200,7500,7900,8000,8000,8000,136,0,3300.0,3626.196972323027,670.7688480091747,7994.328075001249,85478.45588235294
