Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764293679912,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,15.625,11.764705657958984,18.91891860961914,8.571429252624512,17.142858505249023,14.285715103149414,11.111111640930176,14.285715103149414,13.88888931274414,8.571429252624512,11.111111640930176,14.285715103149414,22.85714340209961,8.571429252624512,17.142858505249023,11.111111640930176,8.333333969116211,16.666667938232422,16.216215133666992,13.51351261138916,11.111111640930176,25.71428680419922,8.571429252624512,17.142858505249023,22.22222328186035,13.88888931274414,27.02702522277832,11.111111640930176,16.666667938232422,26.47058868408203,21.62162208557129,13.88888931274414,28128.482299804688,237331.2677001953,0,404326326272,8589930496,11445579776,1048576
199,1764293679912,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,15.625,11.764705657958984,18.91891860961914,8.571429252624512,17.142858505249023,14.285715103149414,11.111111640930176,14.285715103149414,13.88888931274414,8.571429252624512,11.111111640930176,14.285715103149414,22.85714340209961,8.571429252624512,17.142858505249023,11.111111640930176,8.333333969116211,16.666667938232422,16.216215133666992,13.51351261138916,11.111111640930176,25.71428680419922,8.571429252624512,17.142858505249023,22.22222328186035,13.88888931274414,27.02702522277832,11.111111640930176,16.666667938232422,26.47058868408203,21.62162208557129,13.88888931274414,28128.491455078125,237331.29150390625,0,404326326272,8589930496,11445579776,1048576
199,1764293680113,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,4.761904716491699,0,0,4.761904716491699,0,0,9.523809432983398,4.761904716491699,4.761904716491699,0,0,9.090909004211426,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,0,28129.098022460938,237335.54388427734,0,404326326272,8589930496,11446034432,1048576
199,1764293680313,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,5,0,0,0,0,0,0,0,5,0,0,0,28129.53515625,237339.48779296875,0,404326326272,8589930496,11446034432,1048576
199,1764293680513,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,4.761904716491699,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5.263157844543457,0,5,0,0,0,0,5,0,0,0,0,5,0,28130.19921875,237343.83477783203,0,404326326272,8589930496,11446276096,1048576
199,1764293680713,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.263157844543457,5.263157844543457,10,10,0,9.523809432983398,5,5,0,4.761904716491699,5,5,5.263157844543457,15.000000953674316,5,10,5,9.523809432983398,9.523809432983398,5.263157844543457,5,5,4.761904716491699,5,4.761904716491699,5,15.000000953674316,20,10.526315689086914,5.263157844543457,0,9.523809432983398,28131.14630126953,237348.39752197266,0,404326326272,8589930496,11446792192,1048576
199,1764293680913,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,0,0,0,0,5.263157844543457,0,0,4.761904716491699,0,0,0,4.761904716491699,0,0,0,0,0,0,4.761904716491699,0,4.761904716491699,0,0,0,4.761904716491699,0,4.761904716491699,0,0,0,0,28131.647338867188,237352.54223632813,0,404326326272,8589930496,11446792192,1048576
199,1764293681113,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,4.761904716491699,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,5,10,0,0,28132.314514160156,237356.9037475586,0,404326326272,8589930496,11444752384,1048576
199,1764293681313,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28132.780883789063,237360.89337158203,0,404326326272,8589930496,11444490240,1048576
199,1764293681514,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.263157844543457,10.526315689086914,0,0,0,28.571430206298828,5,5,0,0,5,0,25,9.523809432983398,0,0,0,0,5,5,0,5,5,0,0,0,15.000000953674316,4.761904716491699,4.761904716491699,0,0,4.761904716491699,28133.650390625,237365.4457397461,0,404326326272,8589930496,11457110016,1048576
199,1764293681714,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.263157844543457,5,4.761904716491699,5,0,0,0,0,0,5,0,0,5,0,0,5.263157844543457,0,0,5,0,5,0,5,0,0,0,0,5,4.761904716491699,0,5,0,28134.382934570313,237369.7977294922,0,404326326272,8589930496,11459891200,1048576
199,1764293681914,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,5,0,0,4.761904716491699,0,9.090909004211426,0,0,0,5,5.263157844543457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28134.919311523438,237373.97424316406,0,404326326272,8589930496,11459891200,1048576
199,1764293682114,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.882352828979492,5,0,5,15.000000953674316,0,0,28.571430206298828,0,0,10,4.761904716491699,0,0,0,0,15.000000953674316,14.285715103149414,0,4.761904716491699,4.761904716491699,19.047618865966797,0,5.263157844543457,14.285715103149414,4.761904716491699,5,0,10,0,5,0,28135.7705078125,237378.6387939453,0,404326326272,8589930496,11458703360,1048576
199,1764293682314,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,90.47618865966797,5,0,0,0,0,0,9.523809432983398,0,0,4.761904716491699,0,0,0,71.42857360839844,0,28136.654724121094,237383.64477539063,0,404326326272,8589930496,11465871360,1048576
199,1764293682514,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,4.761904716491699,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.761904716491699,5,0,0,0,0,0,0,28137.212829589844,237387.83947753906,0,404326326272,8589930496,11465482240,1048576
199,1764293682715,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.263157844543457,0,10,5.263157844543457,21.052631378173828,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15.000000953674316,5,0,0,5,0,5.263157844543457,0,4.761904716491699,0,0,28138.133239746094,237392.4116821289,0,404326326272,8589930496,11473403904,1048576
199,1764293682915,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4.761904716491699,0,5,5.263157844543457,0,0,0,0,0,0,0,0,5,28138.749084472656,237396.6869506836,0,404326326272,8589930496,11473661952,1048576
199,1764293683115,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,5,0,0,5,0,0,0,10,0,5.263157844543457,0,0,0,0,0,0,0,5,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,28139.383728027344,237400.99102783203,0,404326326272,8589930496,11474018304,1048576
199,1764293683315,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,4.761904716491699,0,0,0,0,4.761904716491699,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,28139.835815429688,237405.07080078125,0,404326326272,8589930496,11474018304,1048576
199,1764293683515,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,28140.418212890625,237409.2713623047,0,404326326272,8589930496,11474018304,1048576
199,1764293683715,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,5,0,0,5,5,0,0,5,0,0,0,5,5,9.523809432983398,5,5,0,0,0,5,0,5,0,0,0,0,0,4.761904716491699,0,0,5,28141.09503173828,237413.5629272461,0,404326326272,8589930496,11473301504,1048576
199,1764293683915,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,0,0,5,0,5,4.761904716491699,0,0,0,0,0,0,28141.727966308594,237417.87994384766,0,404326326272,8589930496,11473301504,1048576
199,1764293684116,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,0,0,5,5,0,0,0,0,0,4.761904716491699,0,0,0,0,5,0,9.523809432983398,5,0,0,0,0,4.761904716491699,0,5,5,0,0,0,0,0,28142.380310058594,237422.15258789063,0,404326326272,8589930496,11470229504,1048576
199,1764293684316,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,4.761904716491699,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,28142.8935546875,237426.27282714844,0,404326326272,8589930496,11470745600,1048576
199,1764293684516,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,73.68421173095703,4.761904716491699,9.523809432983398,10.526315689086914,0,0,0,5,0,0,28143.71905517578,237430.7749633789,0,404326326272,8589930496,11472551936,1048576
199,1764293684716,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,0,5,0,26.3157901763916,0,0,10,23.809524536132813,14.285715103149414,5,35,0,0,0,0,5,5,4.761904716491699,0,0,25,0,15.000000953674316,5,0,5,10,0,5,10,28144.618225097656,237435.63067626953,0,404326326272,8589930496,11472551936,1048576
199,1764293684916,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5.263157844543457,0,5,5,5,5,0,0,0,0,0,0,78.94737243652344,4.761904716491699,4.761904716491699,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,9.523809432983398,28145.51629638672,237440.57537841797,0,404326326272,8589930496,11465596928,1048576
199,1764293685116,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,5,0,0,0,10,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,28146.069885253906,237444.69720458984,0,404326326272,8589930496,11463315456,1048576
199,1764293685317,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,28146.573608398438,237448.70220947266,0,404326326272,8589930496,11463274496,1048576
199,1764293685517,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,5,0,0,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9.523809432983398,0,0,0,0,0,0,28147.120971679688,237452.8739013672,0,404326326272,8589930496,11463274496,1048576
199,1764293685717,799,799,917,799,799,799,799,800,800,800,800,800,799,800,800,800,800,800,800,1399,831,814,824,800,808,799,799,799,800,800,799,810,0,0,5,5,5,0,5,5,0,0,0,5,5,0,0,0,0,0,5,0,5,0,9.523809432983398,0,0,0,5,5,0,4.761904716491699,5,0,28147.747985839844,237457.10473632813,0,404326326272,8589930496,11463274496,1048576
